BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.7062014090008351,-0.09859036327503172,-0.360931458361574,0.2599692923447385,-0.46165434798335653,-0.149072011755121,-0.02371123387838668,-0.17344992298930897,0.721281763314064,-0.9432571666449477,0.6666666666666666,-0.8319327731092437,0.6748316284170089,-0.0019254080269954462,-0.2821354443538733,0.8051427375706375,-0.3333333333333333
0.0759513072720216,0.8539155453863265,0.5522610107494577,-0.9108947628295027,0.5134167374600929,0.7465819479446378,0.5250049403399104,-0.711071390784194,0.15927087437532492,0.1706427140999586,-0.14814814814814814,-0.16806722689075632,0.2427483756942798,-0.8412736236857447,0.6355448579862029,-0.18721167282282497,0.3333333333333333
-0.8137048367318735,-0.2292553056370697,-0.19983701676789767,0.17981822216108118,-0.517126070041136,-0.2051712856983907,-0.23131032318616196,-0.024755751366946428,0.9851907102868075,-0.9275430827257143,-0.37037037037037035,-0.7983193277310925,0.20608526869543095,0.3614796216421254,-0.09634570508808904,0.8284842616478172,-0.6666666666666666
-0.7677046139629233,-0.22653298718572035,-0.2779868597063989,0.26030821059467346,-0.48272336306933133,-0.49705763998275754,-0.17749108636412983,0.18348743713320342,0.5915806710339743,-0.900928991477744,-0.14814814814814814,-0.7815126050420168,-0.7246527078214644,0.1605769994854506,-0.32142526058018667,0.9432512234241892,-0.3333333333333333
0.19155842468384218,0.9166516378512085,0.8868523176263191,-0.8515266422016882,0.5484555492660469,0.8182701381519727,0.8547833423472584,-0.6275787250944195,-0.3580958561196157,0.19875723838099585,0.2222222222222222,0.05042016806722689,-0.1932735465650272,-0.9045540047377284,0.597680865215519,-0.10346741062749726,0.6666666666666666
0.04557020254822994,0.7047991993292398,0.7657850216588744,-0.8941496591840594,0.5567987329140962,0.5146778716675889,0.8962966243070526,-0.47602761840203467,-0.26894249250225977,0.028857894397755976,0.7777777777777778,0.33613445378151263,-0.13927471715010628,-0.7900413635022935,0.4491255351008764,-0.07171642095783004,0.6666666666666666
-0.6609079835256643,-0.1832624346892096,0.12380200109151018,0.14098411750782067,-0.5120503007553706,-0.1441709370131056,-0.19353059464281586,0.09691587652713837,0.8127436309693201,-0.8637532537423999,-0.07407407407407407,-0.6470588235294118,0.5340945930024863,0.32157894942993515,-1.048830251832067,1.0170273526994211,-0.6666666666666666
-0.005162773133013725,0.7481442935066744,0.7516473342789398,-0.7712897040982263,0.5289289147679975,0.5961677780265341,0.9894438324158513,-1.1677775994599633,-0.33180709592749547,0.02669498621659076,-0.37037037037037035,0.17647058823529413,-0.32414490473518004,-0.9873322417492807,0.23376171871515106,-0.12549155491338634,0.6666666666666666
0.09290153494523726,0.9956170255404435,0.5284712316808683,-0.8548061361463706,0.610065024579409,0.7702793611458784,1.0265454217910617,-0.5200756935182881,-0.15300600872860304,0.07993252521854415,0.2222222222222222,0.3445378151260504,-0.1537343334312329,-0.8124930474375757,0.4396941745683484,-0.261314841769198,0.6666666666666666
-0.8274740425731394,-0.12707855914511626,-0.25452022708288924,0.1098928139600882,-0.41607223816883593,-0.19624359006586567,-0.16149626177310358,0.22872882546477818,1.0556781170363958,-0.8506349339880204,-0.14814814814814814,-0.7394957983193278,-0.0194830170359328,0.35725048741586196,-0.6327412155638438,0.9376583801027814,-0.6666666666666666
-0.8859653798958933,0.6700842979435276,-0.40374059891326025,-0.0340528105978182,0.04059584867997621,-0.2801260497489409,-1.0689622459692485,0.6323862809398647,-1.1461914006203564,0.3972785928967611,-2.1481481481481484,0.9663865546218487,3.9935083603197845,1.502632467640293,-1.2381731780147807,0.6682532967486294,0.6666666666666666
0.1324234937005643,0.7930003758738763,1.0251812753620415,-0.8059025829893778,0.49245813694479146,0.4702158488173183,0.908204747505788,-0.9652622603366353,-0.437242172543026,0.0019787999299503054,0.3333333333333333,0.09243697478991597,0.5712186530449186,-0.8433337253606684,0.4412217248639008,-0.3127104329964437,0.6666666666666666
0.1441287093146779,0.6742600312484687,0.8362878789420579,-0.9187626110062289,0.5788859171869667,0.7523788863027784,0.8420293078377686,-0.8288211441569804,-0.39053237872686647,-0.054254473176626586,0.3333333333333333,0.06722689075630252,-0.9702794422120878,-0.7742710436788076,0.6631905266594056,-0.09086835081655957,0.6666666666666666
0.14975658291746585,0.6843536833421918,0.7395016186442965,-0.9042922752523871,0.5112818126363987,0.906162657631843,1.0560221846799551,-0.6399450720931312,-0.1710668541875542,0.14617255668056758,0.4444444444444444,0.19327731092436976,-0.17444652565251406,-0.9343926417603393,0.5157752966315247,-0.1765179278867784,0.6666666666666666
0.13589139797227018,0.7855453129979538,0.713303381498627,-0.8706959639553212,0.5152359201673288,0.6295045853747693,1.0056070369883507,-0.7591553369015468,0.06687602020102634,0.11222275539476131,0.1111111111111111,0.18487394957983194,0.5371522998404485,-1.174456280164201,0.695571071843207,-0.29110909647858907,0.6666666666666666
0.4572844226201048,-0.1211627816988159,-1.6373161799856468,0.03770203924089723,-0.056833778731209164,0.1772345582164951,-0.048837397875084156,0.19162360885733823,0.5196297653640701,0.09751702556419942,-1.2962962962962963,0.05042016806722689,-3.6784133812447215,-0.029069880619346636,0.3769613123803805,-0.5608348419744538,0.0
0.4222571364508735,-0.19739353901548226,-1.649440727459679,0.09046103881376392,-0.0007563104896518968,0.19789207092309258,-0.06938194636686919,0.5291353608212779,0.2050124357357081,0.13658071727790683,-1.2962962962962963,-0.14285714285714285,-3.495780508235397,-0.17341917439679444,0.5054444666849555,-0.6933356656925352,0.0
-1.0782614199237701,0.4216325402107403,-0.3794722812138269,0.04755760871838309,-0.03518596150216597,-0.5727092610957443,-0.9096935953558624,0.656222308428053,-1.3031772756322728,0.5429394175901575,-2.2962962962962963,1.0336134453781514,3.4694641227449248,1.3743598172397098,-1.0495360058800423,0.6331587550659421,1.0
-0.9873499897659928,0.5775299307442536,-0.42800705886902346,0.03387241662028489,0.055379766781932516,-0.41213162991729696,-0.8853132916157042,0.6249003604112369,-1.0621229381173434,0.437195225131576,-2.111111111111111,0.7310924369747899,4.211439511639764,1.384366986315084,-1.2634151073749085,0.6038667770191929,1.0
-0.7927641335834408,0.41351814455075003,-0.40869341681423466,0.07743862774966512,0.004054916577320426,-0.5033622222483096,-0.703188031567956,0.5177674618717588,-1.317159174936557,0.467565843951863,-2.111111111111111,1.2941176470588236,3.882074947164632,1.4223556308346774,-1.4508084723972388,0.5416394610138363,1.0
0.2517406445949284,0.8664155322832799,0.7815315992826745,-0.8434494815806026,0.5606494762051483,1.008354472861683,1.0589593338658163,-0.8396607730639933,-0.35415085336669333,-0.02155774039269717,0.25925925925925924,0.25210084033613445,-0.25439775197047765,-0.5311457572911048,0.18454482624987745,-0.056679832700710406,0.6666666666666666
0.1773702518813593,0.6917541972038453,0.8716383014796282,-0.8207613026700605,0.5857368888590585,0.6585472093338723,0.6637741151441132,-0.694174957664719,-0.025523646510287438,0.05022691871612948,0.5185185185185185,0.2857142857142857,-0.6482876606267446,-0.6336825693356337,0.31030992246862704,-0.3771957995043206,0.6666666666666666
-0.8090177971376101,-0.18253191675917768,-0.25276307040507556,0.15858430154632067,-0.4514990088640076,-0.47049764383080417,-0.3670394451883966,0.06973789777131127,0.7837450313771825,-0.7670551072543011,0.1111111111111111,-0.5630252100840336,0.7459977946431955,0.018417141769077706,-0.31662998590895824,0.821733488109056,-0.6666666666666666
-0.8091322834552171,-0.21822979739008266,0.06358271098644717,0.10592528043844592,-0.4458274701964533,-0.3182529378171684,-0.378477040662796,-0.1694267495876422,1.035592297101825,-1.0242371223175908,0.4444444444444444,-0.773109243697479,-0.018184156177595525,0.2499746568755564,-0.3956235817687292,0.8946183097711299,-0.6666666666666666
0.09060091756446875,1.0451842251203043,0.6615753600964032,-0.860603975869343,0.5603044139295579,0.5802658578955181,1.116743405777212,-0.7236114339630435,-0.12566250853796695,0.05903475732006107,0.9629629629629629,0.10084033613445378,-0.3455263802331494,-0.7694006392759632,0.09391649785187613,-0.22580081259667453,0.6666666666666666
-0.8003182100746203,-0.2758904775031545,-0.2614178587780588,0.19365922478905806,-0.5008891264817551,-0.2751980217263717,-0.43130868950763185,0.15695976629480815,0.8063178774789691,-0.9662108957087482,-0.25925925925925924,-0.5966386554621849,0.2428772951585175,0.15471923987941213,-0.41971685616644944,0.8622117071852425,-0.6666666666666666
0.3827470571147999,1.0112827360518675,0.435067733130486,-0.853870980415661,0.42561926689167173,0.7659792678823053,0.5417579228547441,-0.6809293805280229,-0.15306709318973932,0.06357608315896146,0.6296296296296297,0.25210084033613445,0.8501978069008287,-0.7837914602707685,0.6713119036975511,-0.13347740250902215,0.3333333333333333
-0.9439910908405563,0.5195788931710668,-0.30093094719418806,0.07484692348206004,0.09112284718991955,-0.3054025790937445,-1.13185861047666,0.2842043307278855,-1.7640316443738313,0.5051639552933728,-1.7407407407407407,0.6386554621848739,3.187611459440527,1.4997900232383443,-0.9945095533598256,0.4891146139775785,1.0
0.14021262916473498,0.8693725477091361,0.8287219343062386,-0.8843092057430922,0.46781982963299296,0.6333112221473798,0.7653865913177976,-0.723520432363202,-0.35931252084273363,0.05734924917750467,-0.14814814814814814,-0.008403361344537815,-0.259442625278896,-0.8682836456050816,0.3089879182059061,-0.060861920424300636,0.6666666666666666
0.5431084595189397,-0.2635124447426847,-1.883283609613309,-0.04074246924854308,-0.0008268892360385257,0.24928435177155808,-0.12680166489455016,0.49430517299542265,0.2323413718598162,0.18466286093591902,-1.6296296296296295,0.08403361344537816,-3.302036135993999,0.02286570527022911,0.4349471315984295,-0.49688851776798454,0.0
0.022059472202714897,0.7287748082542634,0.9331672149445183,-0.8838120194896198,0.5355948739896238,0.5650515679292438,0.9747142295760791,-0.6899672194513456,-0.28759676440639215,0.13497673809803096,0.037037037037037035,0.42016806722689076,-0.5045440937779175,-0.6767374681422782,0.27729469764499676,-0.1419503118322806,0.6666666666666666
-0.9188211150100174,0.5167126567318286,0.03877011538830719,-0.04744224058789994,-0.09332700434076979,-0.2914558232863658,-0.7146930743792997,0.566766527936145,-1.398501972981219,0.5079415101455473,-2.0,1.1008403361344539,4.504193898424414,1.3481174530112565,-0.09634570508808904,0.6599885760668408,1.0
0.11578481606841474,0.7120993996595643,0.6208757734505611,-0.852049877538086,0.5698507029634301,0.6138521680375701,0.7778157883229647,-0.7855040537674911,-0.3542614472887442,-0.027231447932175,0.7777777777777778,0.40336134453781514,0.6837762668670121,-0.6362792961737441,0.44210181096562434,-0.1403015115189255,0.6666666666666666
-0.9042661466548313,0.4211567621952513,-0.6226650948740245,0.0649877228620074,-0.09642523230753547,-0.2922882750109263,-0.8216667778875905,0.36729227658320857,-1.3716326754748027,0.46274257927014045,-2.2222222222222223,0.8403361344537815,4.1137573220273795,1.3962495263645385,-1.254040109402336,0.4403961072063732,0.6666666666666666
-0.7178326120052233,-0.22942984162904456,0.18528937068880486,0.12571654782066982,-0.5401559852905451,-0.2570214972246928,-0.009051545720535938,-0.08404633050532616,0.9252292689282957,-0.8406282868266446,0.07407407407407407,-0.7310924369747899,0.0732738095954028,0.17315080066169677,-0.7352176934487729,0.7316423404499307,-0.6666666666666666
-0.9448427806287588,-0.17185544756160706,0.054157153582018946,0.13887291117499773,-0.5269098880498716,-0.24001827719055527,-0.46337567998494356,0.07590537955216137,0.8435482232032259,-1.110410278004852,-0.18518518518518517,-0.9915966386554622,0.583891806552299,0.0851775991171751,-0.7042144815240385,0.7745402976531652,-0.6666666666666666
0.16422131762423395,0.7782065169266337,0.7458266409763487,-0.9123171203209031,0.5449328489428331,0.8440198516927423,0.6077840388304345,-0.2631086539277745,-0.10304178698959847,0.03395177404757441,0.8518518518518519,0.20168067226890757,-0.4892699519077052,-0.7453947364991688,0.5866964507307071,-0.022035494353186923,0.6666666666666666
-0.8355469247849043,-0.2556759244542978,-0.17901824917650278,0.15674018053918362,-0.4756703746555737,-0.2597502271276004,-0.4327695181036865,-0.14426365614196962,0.8203680583406081,-1.0153112839605838,-0.037037037037037035,-0.907563025210084,-0.3516845522227595,0.12101310100987658,-0.49733874170812886,0.7573770798555649,-0.3333333333333333
0.29194266020303106,0.7015136682206423,0.7894901977250766,-0.8804418685589399,0.5643679543800684,0.6181896886352813,0.9482859822831927,-0.9073881251882088,-0.4943056630997241,-0.10303664229741677,0.4444444444444444,0.36134453781512604,-0.35289081256646404,-0.7625701264270035,0.1970479951876744,-0.10824235197156122,0.3333333333333333
-0.7859071635740807,-0.08266346042938265,0.17486563810655373,0.2260695364944824,-0.545103459919052,-0.28893695012864934,-0.6101741713064588,0.16290963148991144,0.5684517946601677,-0.8833664009123771,-0.07407407407407407,-0.7310924369747899,1.1517720169653385,0.4349143128366646,-0.4575990539484151,0.8903437919598227,-0.3333333333333333
0.5706496361303882,-0.09661141239731838,-1.4965470143318969,0.0393509848468787,0.07156105296944323,0.2838723076318959,-0.05043390391915931,0.6039870032165068,-0.22555359241975975,0.11571137383967445,-0.9629629629629629,-0.35294117647058826,-3.9251429439517,0.093179342695403,0.34383838312937975,-0.597027081867037,0.0
0.18189972505780141,-0.3491576986631173,-1.6696654550635788,0.18060413627066832,-0.13462610018557203,0.22818666533273754,-0.15569810428811176,0.5008231521216666,0.02683877886855799,0.0540614328350114,-1.7037037037037037,-0.3025210084033613,-3.1140811188414466,-0.22857958300502537,0.262853842396975,-0.5575465196920795,0.0
-0.9449248037362539,-0.27676635996485854,-0.11184820128579696,0.15984315842363847,-0.5336049314810221,-0.19510438077753126,-0.1562043643926924,0.18648494236713353,0.6674886467881627,-0.951636098148703,-0.1111111111111111,-0.8571428571428571,0.25050003376554375,0.1321156053824457,-0.531878225365662,0.7597078228682973,-0.6666666666666666
-0.7121950478680136,-0.26129820523969444,-0.10757231376714158,0.16869630195806726,-0.47198683729292545,-0.36865663040669255,0.03867676522598053,0.058954661397143525,0.9034279513776272,-0.9914216171180801,0.18518518518518517,-0.8151260504201681,0.09411343180216847,0.1629020208253137,-0.46486516431132263,0.8956979641935786,-0.6666666666666666
-0.9434033635557371,-0.024704270164906915,0.1708745933238953,0.24692477555093334,-0.4241468540939613,-0.3471134170635536,-0.45103176314220433,0.3486547361318558,0.9726603556982111,-0.9006290341514357,0.1111111111111111,-0.9327731092436975,0.5837343705486904,0.3445414352346703,-0.7404529715906718,0.8817870581300052,-0.6666666666666666
0.30482988866193406,0.7888347654056138,0.9760805324720444,-0.856708434937323,0.6242840177981316,0.6871601630977812,0.6844360534996607,-0.8088608181712875,-0.35741113490919424,-0.1488621945487775,0.25925925925925924,0.058823529411764705,0.4606404076917228,-0.8372374921956747,-0.09634570508808904,-0.11618034533873947,0.6666666666666666
0.08292866971579389,0.8607502072203632,0.5229128945878263,-0.9070607523541927,0.5903831755628307,0.6361155671461661,0.8153495119039654,-0.52957461868183,-0.47926830569404494,-0.033782040874844085,0.5185185185185185,-0.01680672268907563,-0.12291536483633297,-0.7569174088837056,0.26826281915329303,-0.050089646159819055,0.3333333333333333
-0.6702052263208061,-0.1304613132221809,-0.03070749167335245,0.23998589023003097,-0.44937330935464015,-0.36498374415479945,0.24986212543637126,-0.09838157941995558,0.7475240827506642,-0.822775372894004,-0.18518518518518517,-0.5714285714285714,-0.08853013218316631,0.36381831586694335,-0.8894339558094208,0.7123174372707686,-0.3333333333333333
0.1549320260264843,0.9928013260172224,0.8854290677577172,-0.8213773570286378,0.698434108195727,0.7026769070236549,0.4562494221787396,-0.4491108416123441,-0.3410084748195609,-0.011642866138859979,0.07407407407407407,0.4957983193277311,0.1386759148695322,-0.8222178777569182,0.1958512774884852,-0.1917116074862615,0.6666666666666666
-0.7473397726597905,-0.1091827288907277,-0.3656639696704543,0.15420126160544775,-0.5240380107386196,-0.15262152095185366,-0.0828518016010628,-0.10243478481512973,0.733025897197184,-1.0954732535809193,-0.25925925925925924,-0.7058823529411765,0.21433264555688525,0.12252063254134223,-0.6032869780243421,0.9870802284526788,-0.3333333333333333
